iter	Logloss
891	0.1865372631
892	0.1863090214
893	0.1862748208
894	0.1858471607
895	0.185603439
896	0.1854379501
897	0.1853342741
898	0.1852508242
899	0.1851408061
900	0.1851081082
901	0.1850500123
902	0.1848038762
903	0.184558071
904	0.1842882618
905	0.1842546638
906	0.1840813615
907	0.1836873857
908	0.1836292493
909	0.183302401
910	0.1830315627
911	0.1827714571
912	0.1825226571
913	0.1824655024
914	0.1821796417
915	0.1819584781
916	0.181804278
917	0.1814116405
918	0.1811297285
919	0.1809261146
920	0.180687159
921	0.1804035934
922	0.1802215471
923	0.1800753238
924	0.1798893514
925	0.1796888513
926	0.1795398387
927	0.1792167845
928	0.1791969729
929	0.1789850591
930	0.1787009058
931	0.1785006857
932	0.17845095
933	0.1782077564
934	0.1781776131
935	0.1780894378
936	0.1780603694
937	0.1778810398
938	0.1776584369
939	0.1772842766
940	0.1771054504
941	0.1768546412
942	0.1765976368
943	0.1762476066
944	0.1759672635
945	0.1756807271
946	0.1754664546
947	0.175233813
948	0.1752027492
949	0.175046834
950	0.1748590935
951	0.1745305499
952	0.1742624129
953	0.173957051
954	0.173677357
955	0.1734931561
956	0.1733308058
957	0.1731906709
958	0.1729859661
959	0.1727506433
960	0.172544056
961	0.1723254937
962	0.1722795033
963	0.1722074146
964	0.1719315023
965	0.1716404624
966	0.1712835048
967	0.1711391605
968	0.1709135011
969	0.1707954796
970	0.1706716768
971	0.1705303356
972	0.1705059202
973	0.1703184595
974	0.1702909715
975	0.1700311224
976	0.169776965
977	0.1695741129
978	0.1692860451
979	0.1690335644
980	0.1687510996
981	0.1686409923
982	0.1685631644
983	0.1683838095
984	0.1681961708
985	0.1679420776
986	0.1676891802
987	0.1673726185
988	0.1672535815
989	0.1671523546
990	0.1668997783
991	0.1668751534
992	0.1665227645
993	0.1663217463
994	0.1661465571
995	0.1659294509
996	0.1657374762
997	0.1655411023
998	0.1653173721
999	0.1651657526
